School,Student_ID,Name,Sex,Class,Section,Attendance_Percentage,Homework_Completed,Parental_Education,Study_Hours_Per_Week,Failures,Extra_Curricular,Participation_Score,Teacher_Rating,Discipline_Issues,Late_Submissions,Previous_Grade_1,Previous_Grade_2,Final_Grade
GPM,S6685,Aarav Yadav,F,2,A,74,1,1,5,1,1,9,1,3,9,90,75,75
GPM,S4998,Aarav Yadav,F,2,A,74,1,1,5,1,1,9,1,3,9,90,75,75
GPM,S4881,Pooja Tripathi,M,2,B,97,0,4,12,2,1,2,1,1,10,40,40,80
GPM,S8219,Aditi Nair,M,2,B,85,1,2,18,0,1,4,4,4,6,35,65,45
GPM,S8508,Rajat Gupta,M,2,B,51,1,4,14,0,0,9,4,4,6,35,40,45
GPM,S4576,Dev Nair,F,2,B,91,0,4,15,1,1,6,3,1,7,100,35,90
GPM,S9984,Sanya Singh,F,2,B,63,1,1,20,0,1,8,4,2,2,60,75,100
GPM,S9579,Aditi Yadav,M,2,B,70,0,2,9,1,1,5,1,0,2,95,75,55
GPM,S8911,Zara Bose,F,2,B,85,1,2,18,0,1,4,4,4,6,35,65,45
GPM,S7714,Ishaan Patel,F,2,B,81,1,2,8,2,1,10,3,5,10,30,90,35
GPM,S8107,Bhavya Bose,F,2,B,55,1,3,8,0,1,7,2,4,2,45,85,35
GPM,S7482,Dev Jain,F,2,B,57,1,4,13,2,0,10,4,2,9,30,45,45
GPM,S7558,Krishna Nair,F,2,B,81,1,2,8,2,1,10,3,5,10,30,90,35
GPM,S4517,Rajat Sharma,M,2,B,57,1,4,13,2,0,10,4,2,9,30,45,45
GPM,S5920,Pooja Mukherjee,M,2,B,51,1,4,14,0,0,9,4,4,6,35,40,45
GPM,S4849,Pranav Das,F,2,B,80,1,2,9,2,1,6,4,0,2,60,45,60
GPM,S8016,Kavya Tripathi,M,2,B,72,1,1,5,2,1,8,3,5,6,55,40,30
GPM,S6469,Tanmay Gupta,F,2,B,53,0,1,8,0,0,5,2,4,10,65,50,40
GPM,S9847,Zara Jain,F,2,B,80,1,2,9,2,1,6,4,0,2,60,45,60
GPM,S9478,Bhavya Mehta,F,2,B,62,1,2,7,2,1,8,2,4,7,45,90,75
GPM,S4391,Pooja Verma,F,2,B,75,0,2,11,0,1,10,2,1,1,70,80,55
GPM,S7935,Diya Iyer,M,2,B,55,1,3,8,0,1,7,2,4,2,45,85,35
GPM,S9083,Riya Bhatia,M,2,B,94,0,1,16,1,0,1,5,3,6,75,30,100
GPM,S8719,Bhavya Iyer,F,2,B,86,0,2,7,2,1,8,5,2,4,70,40,60
GPM,S9145,Aarav Chopra,M,2,B,85,0,1,13,1,0,2,5,3,10,40,95,100
GPM,S4578,Krishna Kapoor,M,2,B,85,1,2,18,0,1,4,4,4,6,35,65,45
GPM,S7311,Diya Bose,F,2,B,83,1,4,14,2,1,4,3,2,1,50,50,60
GPM,S4564,Bhavya Mehta,M,2,B,62,0,3,13,0,1,7,3,0,4,60,60,65
GPM,S8605,Pranav Gupta,M,2,B,76,0,4,13,0,0,1,3,4,1,70,95,30
GPM,S8024,Bhavya Mehta,M,2,B,98,0,2,6,1,1,8,5,5,9,65,30,45
GPM,S7811,Diya Chopra,F,2,B,86,0,2,7,2,1,8,5,2,4,70,40,60
GPM,S6752,Tanmay Yadav,M,2,B,89,0,1,16,0,0,10,5,2,5,95,80,25
GPM,S8059,Bhavya Gupta,F,2,B,85,0,4,12,1,1,6,1,2,7,90,25,85
GPM,S8940,Aryan Chopra,F,2,B,81,1,2,8,2,1,10,3,5,10,30,90,35
GPM,S5276,Ved Iyer,M,2,B,62,1,2,7,2,1,8,2,4,7,45,90,75
GPM,S7821,Dev Yadav,F,2,B,91,0,4,15,1,1,6,3,1,7,100,35,90
GPM,S9918,Ved Mukherjee,F,2,B,63,0,3,17,0,1,6,2,3,3,30,90,50
GPM,S5541,Aryan Gupta,F,2,B,93,1,2,10,0,0,5,4,3,5,90,100,60
GPM,S5002,Rajat Mukherjee,M,2,B,81,1,2,9,0,1,6,4,0,6,80,100,85
GPM,S8870,Kavya Bose,F,2,B,97,0,4,12,2,1,2,1,1,10,40,40,80
GPM,S6359,Aryan Kapoor,F,2,B,72,1,1,5,2,1,8,3,5,6,55,40,30
GPM,S9264,Ishaan Nair,M,2,B,81,1,2,9,0,1,6,4,0,6,80,100,85
GPM,S8127,Aryan Patel,M,2,B,53,0,4,20,2,0,8,4,5,2,80,45,35
GPM,S6044,Bhavya Mehta,M,2,B,62,0,3,13,0,1,7,3,0,4,60,60,65
GPM,S5964,Aditi Yadav,M,2,B,70,0,2,9,1,1,5,1,0,2,95,75,55
GPM,S4623,Pranav Gupta,M,2,B,76,0,4,13,0,0,1,3,4,1,70,95,30
GPM,S5085,Sanya Singh,F,2,B,63,1,1,20,0,1,8,4,2,2,60,75,100
GPM,S9070,Dev Nair,F,2,B,91,0,4,15,1,1,6,3,1,7,100,35,90
GPM,S9290,Kavya Bose,F,2,B,97,0,4,12,2,1,2,1,1,10,40,40,80
GPM,S9712,Bhavya Iyer,F,2,B,86,0,2,7,2,1,8,5,2,4,70,40,60
GPM,S6611,Bhavya Bose,F,2,B,55,1,3,8,0,1,7,2,4,2,45,85,35
GPM,S8618,Pranav Das,F,2,B,80,1,2,9,2,1,6,4,0,2,60,45,60
GPM,S8999,Tanmay Yadav,M,2,B,89,0,1,16,0,0,10,5,2,5,95,80,25
GPM,S6277,Kavya Bose,F,2,B,97,0,4,12,2,1,2,1,1,10,40,40,80
GPM,S7464,Kavya Bose,F,2,B,97,0,4,12,2,1,2,1,1,10,40,40,80
GPM,S6576,Krishna Kapoor,M,2,B,85,1,2,18,0,1,4,4,4,6,35,65,45
GPM,S6411,Bhavya Iyer,F,2,B,86,0,2,7,2,1,8,5,2,4,70,40,60
GPM,S4498,Pranav Gupta,M,2,B,76,0,4,13,0,0,1,3,4,1,70,95,30
GPM,S7486,Sanya Singh,F,2,B,63,1,1,20,0,1,8,4,2,2,60,75,100
GPM,S5332,Pooja Mukherjee,F,2,C,50,1,4,5,0,0,8,4,5,5,55,50,70
GPM,S8480,Aarav Nair,F,2,C,81,1,3,11,0,1,4,1,2,8,30,50,95
GPM,S5026,Bhavya Nair,M,2,C,72,0,2,8,2,0,5,1,3,10,55,65,100
GPM,S5557,Pranav Yadav,M,2,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S4759,Meera Das,F,2,C,78,1,2,5,1,1,10,4,0,6,35,25,55
GPM,S8962,Sanya Jain,M,2,C,71,0,3,10,2,1,1,4,2,8,95,75,50
GPM,S7405,Bhavya Sharma,F,2,C,95,0,3,8,1,0,7,2,5,3,65,40,95
GPM,S4752,Rajat Chopra,F,2,C,53,0,2,10,1,0,4,2,5,5,30,95,75
GPM,S8609,Laksh Bhatia,F,2,C,50,1,4,5,0,0,8,4,5,5,55,50,70
GPM,S8347,Ved Mehta,F,2,C,60,0,2,20,2,0,5,1,5,6,95,35,75
GPM,S4450,Tanmay Iyer,M,2,C,53,0,2,10,1,0,4,2,5,5,30,95,75
GPM,S6380,Aditi Das,M,2,C,79,1,4,12,0,0,3,5,0,8,85,45,75
GPM,S7604,Ishaan Nair,F,2,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S9289,Tanmay Chopra,M,2,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S6807,Aarav Bhatia,F,2,C,57,0,3,5,0,0,3,1,4,1,100,60,45
GPM,S7478,Kavya Reddy,M,2,C,81,1,3,11,0,1,4,1,2,8,30,50,95
GPM,S9963,Dev Iyer,F,2,C,71,1,2,14,1,0,8,1,4,1,80,85,65
GPM,S7541,Pranav Bose,F,2,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S5526,Meera Singh,M,2,C,95,0,3,8,1,0,7,2,5,3,65,40,95
GPM,S8168,Aditi Tripathi,F,2,C,79,1,4,12,0,0,3,5,0,8,85,45,75
GPM,S7509,Aryan Kapoor,M,2,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S6694,Kavya Tripathi,M,2,C,72,0,2,8,2,0,5,1,3,10,55,65,100
GPM,S6440,Laksh Tripathi,F,2,C,81,1,3,11,0,1,4,1,2,8,30,50,95
GPM,S9117,Dev Mukherjee,F,2,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S8126,Aditi Das,M,2,C,79,1,4,12,0,0,3,5,0,8,85,45,75
GPM,S6025,Laksh Tripathi,F,2,C,81,1,3,11,0,1,4,1,2,8,30,50,95
GPM,S5512,Pooja Mukherjee,F,2,C,50,1,4,5,0,0,8,4,5,5,55,50,70
GPM,S7950,Bhavya Nair,M,2,C,72,0,2,8,2,0,5,1,3,10,55,65,100
GPM,S5613,Pranav Bose,F,2,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S9892,Pranav Bose,F,2,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S6222,Tanmay Iyer,M,2,C,53,0,2,10,1,0,4,2,5,5,30,95,75
GPM,S8390,Pranav Bose,F,2,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S5295,Ishaan Nair,F,2,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S7532,Aarav Nair,F,2,C,81,1,3,11,0,1,4,1,2,8,30,50,95
GPM,S5762,Bhavya Sharma,F,2,C,95,0,3,8,1,0,7,2,5,3,65,40,95
GPM,S9312,Pranav Yadav,M,2,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S7824,Bhavya Nair,M,2,C,72,0,2,8,2,0,5,1,3,10,55,65,100
GPM,S6335,Pranav Yadav,M,2,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S6881,Rajat Chopra,F,2,C,53,0,2,10,1,0,4,2,5,5,30,95,75
GPM,S9392,Meera Das,F,2,C,78,1,2,5,1,1,10,4,0,6,35,25,55
GPM,S8002,Aryan Kapoor,M,2,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S5819,Ishaan Nair,F,2,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S9844,Bhavya Sharma,F,2,C,95,0,3,8,1,0,7,2,5,3,65,40,95
GPM,S7364,Aarav Bhatia,F,2,C,57,0,3,5,0,0,3,1,4,1,100,60,45
GPM,S9216,Ishaan Nair,F,2,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S7593,Dev Mukherjee,F,2,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S4938,Laksh Tripathi,F,2,C,81,1,3,11,0,1,4,1,2,8,30,50,95
GPM,S4443,Dev Mukherjee,F,2,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S6323,Tanmay Chopra,M,2,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S9949,Pranav Bose,F,2,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S9886,Bhavya Nair,M,2,C,72,0,2,8,2,0,5,1,3,10,55,65,100
GPM,S5229,Sanya Jain,M,2,C,71,0,3,10,2,1,1,4,2,8,95,75,50
GPM,S7005,Ved Mehta,F,2,C,60,0,2,20,2,0,5,1,5,6,95,35,75
GPM,S8384,Kavya Reddy,M,2,C,81,1,3,11,0,1,4,1,2,8,30,50,95
GPM,S4671,Ved Mehta,F,2,C,60,0,2,20,2,0,5,1,5,6,95,35,75
GPM,S8641,Bhavya Sharma,F,2,C,95,0,3,8,1,0,7,2,5,3,65,40,95
GPM,S7665,Meera Singh,M,2,C,95,0,3,8,1,0,7,2,5,3,65,40,95
GPM,S5896,Krishna Gupta,M,2,D,78,0,2,11,0,0,6,2,3,2,55,100,80
GPM,S8446,Pooja Thakur,F,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S5659,Ishaan Tripathi,F,2,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S9829,Laksh Thakur,M,2,D,83,0,1,20,2,0,3,4,5,6,40,45,85
GPM,S9709,Aarav Thakur,F,2,D,71,1,4,8,1,0,10,5,2,7,80,35,50
GPM,S5388,Zara Singh,F,2,D,77,1,4,18,2,0,3,4,4,0,80,90,70
GPM,S5842,Kavya Das,F,2,D,100,0,1,16,1,0,1,5,0,7,30,80,25
GPM,S5261,Pooja Menon,M,2,D,83,0,1,20,2,0,3,4,5,6,40,45,85
GPM,S6223,Ved Mehta,F,2,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S8267,Ishaan Jain,F,2,D,93,0,1,13,0,0,9,4,1,1,70,25,65
GPM,S9615,Riya Nair,F,2,D,92,1,4,16,2,1,6,2,2,5,65,90,85
GPM,S9811,Rajat Iyer,M,2,D,91,1,2,9,1,1,10,5,4,2,90,95,90
GPM,S5003,Krishna Sharma,F,2,D,96,1,4,11,2,0,4,4,1,9,35,100,40
GPM,S9402,Sanya Tripathi,M,2,D,92,1,4,16,2,1,6,2,2,5,65,90,85
GPM,S5377,Meera Reddy,F,2,D,78,0,2,11,0,0,6,2,3,2,55,100,80
GPM,S5382,Ishaan Kapoor,F,2,D,78,0,2,7,2,1,8,3,1,6,55,40,100
GPM,S6329,Sanya Tripathi,M,2,D,88,1,2,10,0,1,4,5,0,9,55,100,60
GPM,S7046,Laksh Kapoor,F,2,D,96,1,4,11,2,0,4,4,1,9,35,100,40
GPM,S8544,Bhavya Kapoor,F,2,D,77,1,4,18,2,0,3,4,4,0,80,90,70
GPM,S6496,Aarav Singh,M,2,D,62,0,4,9,0,0,2,3,5,3,60,50,60
GPM,S6419,Nisha Tripathi,M,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S4779,Ved Tripathi,F,2,D,92,1,4,16,2,1,6,2,2,5,65,90,85
GPM,S6911,Dev Mehta,M,2,D,100,0,1,16,1,0,1,5,0,7,30,80,25
GPM,S4463,Krishna Gupta,M,2,D,78,0,2,11,0,0,6,2,3,2,55,100,80
GPM,S7190,Sanya Tripathi,M,2,D,92,1,4,16,2,1,6,2,2,5,65,90,85
GPM,S4806,Dev Mehta,M,2,D,100,0,1,16,1,0,1,5,0,7,30,80,25
GPM,S8697,Ved Mehta,F,2,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S7100,Laksh Kapoor,F,2,D,96,1,4,11,2,0,4,4,1,9,35,100,40
GPM,S4907,Pooja Thakur,F,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S7660,Pooja Thakur,F,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S8504,Aarav Singh,M,2,D,62,0,4,9,0,0,2,3,5,3,60,50,60
GPM,S9782,Krishna Sharma,F,2,D,96,1,4,11,2,0,4,4,1,9,35,100,40
GPM,S5214,Sanya Tripathi,M,2,D,88,1,2,10,0,1,4,5,0,9,55,100,60
GPM,S6316,Sanya Tripathi,M,2,D,88,1,2,10,0,1,4,5,0,9,55,100,60
GPM,S6378,Sanya Tripathi,M,2,D,92,1,4,16,2,1,6,2,2,5,65,90,85
GPM,S8665,Ishaan Tripathi,F,2,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S9103,Ishaan Kapoor,F,2,D,78,0,2,7,2,1,8,3,1,6,55,40,100
GPM,S6504,Rajat Iyer,M,2,D,91,1,2,9,1,1,10,5,4,2,90,95,90
GPM,S7775,Nisha Tripathi,M,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S7601,Kavya Das,F,2,D,100,0,1,16,1,0,1,5,0,7,30,80,25
GPM,S8299,Ishaan Jain,F,2,D,93,0,1,13,0,0,9,4,1,1,70,25,65
GPM,S6198,Ishaan Tripathi,F,2,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S9336,Ved Tripathi,F,2,D,92,1,4,16,2,1,6,2,2,5,65,90,85
GPM,S6478,Sanya Tripathi,M,2,D,92,1,4,16,2,1,6,2,2,5,65,90,85
GPM,S7779,Pooja Menon,M,2,D,83,0,1,20,2,0,3,4,5,6,40,45,85
GPM,S7104,Rajat Iyer,M,2,D,91,1,2,9,1,1,10,5,4,2,90,95,90
GPM,S8966,Bhavya Kapoor,F,2,D,77,1,4,18,2,0,3,4,4,0,80,90,70
GPM,S8146,Nisha Tripathi,M,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S9606,Zara Singh,F,2,D,77,1,4,18,2,0,3,4,4,0,80,90,70
GPM,S4617,Rajat Iyer,M,2,D,91,1,2,9,1,1,10,5,4,2,90,95,90
GPM,S4467,Sanya Tripathi,M,2,D,88,1,2,10,0,1,4,5,0,9,55,100,60
GPM,S7435,Rajat Iyer,M,2,D,91,1,2,9,1,1,10,5,4,2,90,95,90
GPM,S7564,Pooja Thakur,F,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S6177,Ishaan Kapoor,F,2,D,78,0,2,7,2,1,8,3,1,6,55,40,100
GPM,S7759,Nisha Tripathi,M,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S6040,Rajat Iyer,M,2,D,91,1,2,9,1,1,10,5,4,2,90,95,90
GPM,S9548,Ishaan Jain,F,2,D,93,0,1,13,0,0,9,4,1,1,70,25,65
GPM,S5793,Ishaan Tripathi,F,2,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S4468,Pooja Thakur,F,2,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S7499,Tanmay Chopra,F,3,A,58,1,3,5,2,0,7,1,1,8,30,95,85
GPM,S6271,Ishaan Reddy,F,3,A,99,0,3,11,0,0,1,5,4,9,85,80,85
GPM,S6980,Sanya Das,F,3,A,95,1,4,13,2,0,2,4,3,1,50,85,75
GPM,S5834,Diya Mehta,M,3,A,56,1,3,8,2,0,10,5,1,9,100,50,60
GPM,S8326,Aditi Chopra,M,3,A,94,1,4,18,2,1,2,1,2,8,70,35,30
GPM,S8638,Diya Reddy,M,3,A,85,0,2,16,2,0,1,2,2,9,100,70,100
GPM,S8559,Ishaan Reddy,F,3,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S7985,Krishna Reddy,M,3,A,70,1,2,17,1,1,2,1,3,6,80,95,100
GPM,S7686,Tanmay Mehta,F,3,A,57,0,1,16,0,1,10,5,5,5,65,90,50
GPM,S5165,Ishaan Menon,F,3,A,94,1,4,18,2,1,2,1,2,8,70,35,30
GPM,S6208,Aditi Jain,F,3,A,70,1,2,17,1,1,2,1,3,6,80,95,100
GPM,S9798,Zara Singh,F,3,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S7294,Meera Nair,M,3,A,70,1,2,17,1,1,2,1,3,6,80,95,100
GPM,S9254,Rajat Kapoor,M,3,A,94,1,4,18,2,1,2,1,2,8,70,35,30
GPM,S8365,Zara Bose,F,3,A,74,1,1,5,1,1,9,1,3,9,90,75,75
GPM,S5655,Ishaan Menon,F,3,A,56,1,3,8,2,0,10,5,1,9,100,50,60
GPM,S9208,Tanmay Sharma,M,3,A,94,1,3,20,2,0,2,3,0,2,35,35,80
GPM,S6729,Aarav Iyer,M,3,A,99,0,3,11,0,0,1,5,4,9,85,80,85
GPM,S9742,Krishna Thakur,F,3,A,91,1,2,13,1,0,1,4,1,4,70,85,40
GPM,S9638,Diya Iyer,F,3,A,63,1,3,19,2,0,5,1,0,5,40,70,40
GPM,S9024,Laksh Patel,M,3,A,57,0,1,16,0,1,10,5,5,5,65,90,50
GPM,S8294,Dev Gupta,M,3,A,64,0,3,16,2,0,3,4,5,2,65,30,40
GPM,S6417,Pooja Iyer,F,3,A,94,1,3,20,2,0,2,3,0,2,35,35,80
GPM,S8436,Nisha Menon,F,3,A,59,0,3,12,1,1,3,1,0,1,55,100,95
GPM,S4508,Laksh Chopra,M,3,A,64,0,3,16,2,0,3,4,5,2,65,30,40
GPM,S5275,Bhavya Mukherjee,M,3,A,58,1,3,14,0,1,10,3,0,2,55,100,75
GPM,S6629,Aryan Gupta,M,3,A,80,0,2,6,1,1,8,5,1,9,65,80,70
GPM,S5542,Tanmay Mehta,F,3,A,57,0,1,16,0,1,10,5,5,5,65,90,50
GPM,S9441,Tanmay Mehta,F,3,A,57,0,1,16,0,1,10,5,5,5,65,90,50
GPM,S4692,Nisha Menon,F,3,A,59,0,3,12,1,1,3,1,0,1,55,100,95
GPM,S5976,Zara Singh,F,3,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S7453,Zara Bose,F,3,A,74,1,1,5,1,1,9,1,3,9,90,75,75
GPM,S8516,Krishna Thakur,F,3,A,91,1,2,13,1,0,1,4,1,4,70,85,40
GPM,S9603,Ishaan Menon,F,3,A,56,1,3,8,2,0,10,5,1,9,100,50,60
GPM,S9252,Diya Iyer,F,3,A,63,1,3,19,2,0,5,1,0,5,40,70,40
GPM,S9394,Rajat Kapoor,M,3,A,94,1,4,18,2,1,2,1,2,8,70,35,30
GPM,S5847,Diya Reddy,M,3,A,85,0,2,16,2,0,1,2,2,9,100,70,100
GPM,S4833,Sanya Das,F,3,A,95,1,4,13,2,0,2,4,3,1,50,85,75
GPM,S4902,Krishna Reddy,M,3,A,70,1,2,17,1,1,2,1,3,6,80,95,100
GPM,S5408,Aryan Gupta,M,3,A,80,0,2,6,1,1,8,5,1,9,65,80,70
GPM,S9525,Zara Singh,F,3,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S7063,Laksh Chopra,M,3,A,64,0,3,16,2,0,3,4,5,2,65,30,40
GPM,S7574,Ishaan Menon,F,3,A,94,1,4,18,2,1,2,1,2,8,70,35,30
GPM,S8251,Laksh Chopra,M,3,A,64,0,3,16,2,0,3,4,5,2,65,30,40
GPM,S4801,Ishaan Reddy,F,3,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S6701,Zara Bose,F,3,A,74,1,1,5,1,1,9,1,3,9,90,75,75
GPM,S7981,Diya Iyer,F,3,A,63,1,3,19,2,0,5,1,0,5,40,70,40
GPM,S8498,Ishaan Menon,F,3,A,56,1,3,8,2,0,10,5,1,9,100,50,60
GPM,S8824,Sanya Das,F,3,A,95,1,4,13,2,0,2,4,3,1,50,85,75
GPM,S8464,Laksh Chopra,M,3,A,64,0,3,16,2,0,3,4,5,2,65,30,40
GPM,S6579,Tanmay Sharma,M,3,A,94,1,3,20,2,0,2,3,0,2,35,35,80
GPM,S7280,Rajat Kapoor,M,3,A,94,1,4,18,2,1,2,1,2,8,70,35,30
GPM,S6648,Diya Iyer,F,3,A,63,1,3,19,2,0,5,1,0,5,40,70,40
GPM,S5820,Tanmay Mehta,F,3,A,57,0,1,16,0,1,10,5,5,5,65,90,50
GPM,S7277,Bhavya Mukherjee,M,3,A,58,1,3,14,0,1,10,3,0,2,55,100,75
GPM,S5873,Aarav Iyer,M,3,A,99,0,3,11,0,0,1,5,4,9,85,80,85
GPM,S9386,Sanya Das,F,3,A,95,1,4,13,2,0,2,4,3,1,50,85,75
GPM,S8012,Ishaan Reddy,F,3,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S4603,Diya Iyer,F,3,A,63,1,3,19,2,0,5,1,0,5,40,70,40
GPM,S4880,Ishaan Menon,F,3,A,94,1,4,18,2,1,2,1,2,8,70,35,30
GPM,S7218,Dev Thakur,F,3,B,57,1,4,13,2,0,10,4,2,9,30,45,45
GPM,S7233,Zara Thakur,F,3,B,57,0,3,12,2,0,3,3,5,7,25,45,80
GPM,S9883,Riya Menon,M,3,B,53,0,4,20,2,0,8,4,5,2,80,45,35
GPM,S8496,Dev Chopra,F,3,B,81,1,2,8,2,1,10,3,5,10,30,90,35
GPM,S8157,Dev Nair,M,3,B,98,0,2,6,1,1,8,5,5,9,65,30,45
GPM,S5227,Aarav Reddy,M,3,B,57,0,3,12,2,0,3,3,5,7,25,45,80
GPM,S5224,Ved Gupta,M,3,B,63,1,1,20,0,1,8,4,2,2,60,75,100
GPM,S9837,Rajat Gupta,F,3,B,85,0,4,12,1,1,6,1,2,7,90,25,85
GPM,S5740,Dev Yadav,F,3,B,91,0,4,15,1,1,6,3,1,7,100,35,90
GPM,S6203,Aryan Bose,M,3,B,70,0,2,9,1,1,5,1,0,2,95,75,55
GPM,S7448,Kavya Iyer,F,3,B,80,1,3,20,2,1,9,4,5,10,25,80,90
GPM,S5120,Aarav Iyer,F,3,B,70,0,2,9,1,1,5,1,0,2,95,75,55
GPM,S5126,Nisha Tripathi,M,3,B,98,0,2,6,1,1,8,5,5,9,65,30,45
GPM,S8644,Bhavya Patel,M,3,B,53,0,4,20,2,0,8,4,5,2,80,45,35
GPM,S6042,Ved Jain,F,3,B,83,0,1,7,1,0,10,2,2,2,55,100,85
GPM,S7793,Sanya Sharma,M,3,B,63,1,1,20,0,1,8,4,2,2,60,75,100
GPM,S7814,Ishaan Yadav,F,3,B,80,1,2,9,2,1,6,4,0,2,60,45,60
GPM,S4956,Dev Verma,F,3,B,91,0,4,15,1,1,6,3,1,7,100,35,90
GPM,S9862,Riya Bhatia,F,3,B,62,1,2,7,2,1,8,2,4,7,45,90,75
GPM,S9708,Tanmay Bhatia,M,3,B,98,0,2,6,1,1,8,5,5,9,65,30,45
GPM,S6937,Ishaan Das,F,3,B,63,0,3,17,0,1,6,2,3,3,30,90,50
GPM,S7369,Sanya Yadav,M,3,B,60,0,4,13,1,0,2,5,1,6,100,45,85
GPM,S7788,Tanmay Mukherjee,M,3,B,57,0,3,12,2,0,3,3,5,7,25,45,80
GPM,S5824,Bhavya Yadav,M,3,B,75,0,2,11,0,1,10,2,1,1,70,80,55
GPM,S6074,Meera Mukherjee,F,3,B,51,1,4,14,0,0,9,4,4,6,35,40,45
GPM,S7902,Dev Chopra,F,3,B,81,1,2,9,0,1,6,4,0,6,80,100,85
GPM,S7281,Diya Thakur,M,3,B,97,0,4,12,2,1,2,1,1,10,40,40,80
GPM,S5550,Krishna Menon,F,3,B,93,1,2,10,0,0,5,4,3,5,90,100,60
GPM,S9554,Aarav Patel,F,3,B,98,1,2,13,0,0,9,2,4,2,65,65,40
GPM,S4774,Pranav Mukherjee,F,3,B,53,0,4,20,2,0,8,4,5,2,80,45,35
GPM,S4541,Tanmay Iyer,M,3,B,83,1,4,14,2,1,4,3,2,1,50,50,60
GPM,S5271,Meera Das,F,3,B,57,0,3,12,2,0,3,3,5,7,25,45,80
GPM,S9442,Diya Das,M,3,B,83,1,4,14,2,1,4,3,2,1,50,50,60
GPM,S7535,Sanya Kapoor,M,3,B,87,0,1,17,1,1,7,1,5,10,95,100,25
GPM,S6637,Pooja Yadav,M,3,B,55,1,3,8,0,1,7,2,4,2,45,85,35
GPM,S9699,Kavya Reddy,M,3,B,63,0,3,17,0,1,6,2,3,3,30,90,50
GPM,S5182,Laksh Reddy,M,3,B,81,1,2,9,0,1,6,4,0,6,80,100,85
GPM,S4680,Diya Sharma,M,3,B,76,0,4,13,0,0,1,3,4,1,70,95,30
GPM,S5532,Aditi Nair,M,3,B,73,1,1,19,0,1,1,2,0,9,85,30,60
GPM,S7688,Laksh Yadav,F,3,B,83,1,4,14,2,1,4,3,2,1,50,50,60
GPM,S5418,Dev Reddy,M,3,B,62,1,2,7,2,1,8,2,4,7,45,90,75
GPM,S5594,Meera Gupta,M,3,B,62,0,3,13,0,1,7,3,0,4,60,60,65
GPM,S9321,Meera Verma,F,3,B,53,0,1,8,0,0,5,2,4,10,65,50,40
GPM,S8674,Krishna Verma,M,3,B,80,1,2,9,2,1,6,4,0,2,60,45,60
GPM,S7000,Krishna Yadav,M,3,B,75,0,3,5,1,0,6,3,1,6,50,70,35
GPM,S8367,Sanya Verma,F,3,B,93,1,2,10,0,0,5,4,3,5,90,100,60
GPM,S5194,Aryan Tripathi,M,3,B,51,1,4,14,0,0,9,4,4,6,35,40,45
GPM,S7750,Ishaan Das,F,3,B,89,1,1,10,0,1,3,5,4,0,70,30,40
